Year,value
1991,1027.8
1992,1023.9
1993,1120.5
1994,856.3
1995,1141.4
1996,1106.0
1997,693.6
1998,1023.3
1999,831.6
2000,928.5
2001,860.8
2002,951.9
2003,951.9
2004,1001.2
2005,848.0
2006,680.8
2007,843.4
2008,951.9
2009,951.9
2010,1112.1
2011,1258.6
2012,951.9
2013,951.9
2014,926.9
2015,864.7
2016,978.5
2017,862.9
2018,951.9
