Year,value
1991,1053.6
1992,1383.8
1993,1512.8
1994,790.2
1995,1415.4
1996,1254.6
1997,634.8
1998,1029.6
1999,1123.8
2000,1294.0
2001,1029.4
2002,769.8
2003,954.6
2004,868.6
2005,1092.8
2006,435.8
2007,852.6
2008,806.0
2009,917.0
2010,1511.8
2011,1183.4
2012,1196.9
2013,1034.6
2014,955.4
2015,854.9
2016,1438.3
2017,961.0
2018,806.2
