Year,value
1991,795.2
1992,970.0
1993,890.0
1994,745.8
1995,1018.8
1996,811.2
1997,627.0
1998,965.0
1999,656.2
2000,838.9
2001,838.9
2002,838.9
2003,838.9
2004,838.9
2005,838.9
2006,838.9
2007,838.9
2008,838.9
2009,576.8
2010,787.2
2011,1092.1
2012,866.1
2013,838.9
2014,965.8
2015,879.2
2016,926.8
2017,518.2
2018,467.8
