Year,value
1991,1151.7
1992,1001.3
1993,1084.9
1994,870.5
1995,1379.0
1996,1182.2
1997,736.4
1998,887.6
1999,882.2
2000,1058.0
2001,1157.2
2002,875.5
2003,929.9
2004,1022.4
2005,974.7
2006,669.0
2007,796.3
2008,822.1
2009,844.0
2010,1131.2
2011,1075.9
2012,1098.1
2013,1141.3
2014,795.5
2015,977.4
2016,977.4
2017,1007.8
2018,838.4
