Year,value
1991,257.5
1992,624.6
1993,383.8
1994,184.2
1995,375.0
1996,503.0
1997,216.2
1998,283.6
1999,337.4
2000,421.8
2001,242.4
2002,337.4
2003,337.4
2004,307.6
2005,327.6
2006,180.6
2007,365.6
2008,337.4
2009,306.8
2010,549.2
2011,459.0
2012,262.6
2013,245.4
2014,260.0
2015,251.6
2016,422.8
2017,403.2
2018,262.8
