Year,value
1991,590.8
1992,763.6
1993,649.0
1994,493.6
1995,634.0
1996,517.6
1997,451.9
1998,466.8
1999,507.8
2000,513.1
2001,648.6
2002,396.5
2003,452.0
2004,570.4
2005,552.8
2006,312.0
2007,527.6
2008,335.6
2009,476.2
2010,645.2
2011,574.4
2012,583.6
2013,476.2
2014,417.2
2015,361.8
2016,507.4
2017,530.9
2018,370.1
