Year,value
1991,783.6
1992,902.4
1993,760.2
1994,678.4
1995,707.2
1996,702.8
1997,412.2
1998,804.2
1999,513.2
2000,521.0
2001,751.8
2002,751.8
2003,751.8
2004,751.8
2005,751.8
2006,751.8
2007,779.3
2008,751.8
2009,485.4
2010,803.5
2011,934.3
2012,751.8
2013,778.3
2014,803.6
2015,751.8
2016,751.8
2017,584.4
2018,503.5
