Year,value
1991,343.7
1992,585.2
1993,353.2
1994,204.3
1995,386.4
1996,297.0
1997,244.9
1998,293.2
1999,312.2
2000,312.2
2001,312.2
2002,182.0
2003,417.8
2004,248.4
2005,353.0
2006,312.2
2007,312.2
2008,235.8
2009,356.4
2010,469.2
2011,312.2
2012,180.2
2013,306.4
2014,231.2
2015,216.8
2016,364.7
2017,365.4
2018,233.0
