Year,value
1991,1234.4
1992,1326.4
1993,1230.0
1994,1062.3
1995,1300.3
1996,1325.4
1997,722.6
1998,1090.3
1999,922.8
2000,1000.5
2001,1078.3
2002,844.4
2003,1078.3
2004,1143.8
2005,1064.6
2006,810.8
2007,1078.3
2008,963.8
2009,985.4
2010,1218.2
2011,1371.9
2012,1247.2
2013,1104.5
2014,1047.5
2015,950.8
2016,1095.0
2017,996.4
2018,897.9
