Year,value
1991,632.3
1992,877.7
1993,681.6
1994,630.7
1995,737.6
1996,655.7
1997,376.9
1998,710.7
1999,612.4
2000,626.9
2001,740.5
2002,630.7
2003,504.1
2004,627.5
2005,630.7
2006,630.7
2007,630.7
2008,561.6
2009,428.9
2010,630.7
2011,802.1
2012,630.7
2013,630.7
2014,630.7
2015,630.7
2016,776.5
2017,460.8
2018,465.8
