Year,value
1991,671.4
1992,721.2
1993,679.8
1994,607.2
1995,705.4
1996,586.2
1997,374.8
1998,597.2
1999,417.4
2000,501.0
2001,671.4
2002,453.8
2003,406.6
2004,572.8
2005,449.4
2006,301.6
2007,652.8
2008,452.6
2009,377.4
2010,521.8
2011,716.0
2012,640.6
2013,573.3
2014,585.4
2015,517.8
2016,613.4
2017,421.8
2018,343.6
