Year,value
1991,777.0
1992,939.2
1993,964.8
1994,578.8
1995,860.6
1996,864.2
1997,541.8
1998,590.2
1999,670.4
2000,725.6
2001,670.4
2002,463.5
2003,670.4
2004,670.4
2005,744.0
2006,318.4
2007,634.4
2008,483.6
2009,505.2
2010,670.4
2011,799.5
2012,738.2
2013,670.4
2014,585.1
2015,497.1
2016,821.0
2017,803.5
2018,514.1
