Year,value
1991,612.9
1992,960.8
1993,856.8
1994,485.5
1995,824.9
1996,781.1
1997,385.0
1998,535.8
1999,651.4
2000,565.3
2001,577.6
2002,415.2
2003,658.0
2004,492.4
2005,728.2
2006,283.0
2007,441.8
2008,488.6
2009,420.6
2010,597.5
2011,699.2
2012,604.8
2013,492.4
2014,598.0
2015,597.5
2016,780.8
2017,597.5
2018,597.5
