Year,value
1991,564.8
1992,686.8
1993,680.2
1994,319.4
1995,581.0
1996,613.0
1997,437.8
1998,538.9
1999,661.9
2000,579.4
2001,422.8
2002,302.2
2003,437.6
2004,413.2
2005,458.0
2006,290.2
2007,543.1
2008,377.6
2009,506.9
2010,952.1
2011,725.1
2012,444.1
2013,510.9
2014,381.4
2015,367.0
2016,668.5
2017,423.4
2018,417.8
