Year,value
1991,838.7
1992,943.1
1993,766.1
1994,642.2
1995,616.0
1996,616.0
1997,505.9
1998,600.9
1999,616.0
2000,617.4
2001,759.9
2002,614.6
2003,616.0
2004,616.0
2005,616.0
2006,616.0
2007,616.0
2008,513.1
2009,583.4
2010,798.2
2011,692.2
2012,572.6
2013,595.4
2014,616.0
2015,521.9
2016,616.0
2017,616.0
2018,616.0
