Year,value
1991,471.1
1992,708.7
1993,736.0
1994,481.4
1995,558.4
1996,481.4
1997,646.5120000000002
1998,646.5120000000002
1999,646.5120000000002
2000,481.4
2001,453.8
2002,236.4
2003,481.4
2004,397.0
2005,481.4
2006,219.8
2007,397.2
2008,404.6
2009,320.6
2010,847.0
2011,644.7
2012,472.2
2013,437.8
2014,481.4
2015,398.6
2016,659.4
2017,484.0
2018,298.6
