Year,value
1991,411.8
1992,554.0
1993,567.8
1994,245.8
1995,451.1
1996,387.2
1997,332.4
1998,374.8
1999,407.6
2000,396.5
2001,309.2
2002,189.3
2003,516.1
2004,367.4
2005,396.5
2006,204.8
2007,339.8
2008,370.0
2009,263.0
2010,671.4
2011,633.2
2012,396.5
2013,347.7
2014,396.5
2015,239.1
2016,522.9
2017,533.1
2018,276.3
