Year,value
1991,622.7
1992,886.6
1993,649.9
1994,511.8
1995,608.4
1996,613.8
1997,486.2
1998,551.0
1999,578.0
2000,590.4
2001,742.0
2002,533.0
2003,705.2
2004,672.2
2005,427.4
2006,401.2
2007,684.0
2008,541.2
2009,562.4
2010,736.6
2011,715.0
2012,608.4
2013,558.8
2014,489.0
2015,472.6
2016,839.2
2017,684.0
2018,564.8
