Year,value
1991,730.6
1992,876.9
1993,833.2
1994,513.4
1995,687.7
1996,753.2
1997,523.0
1998,654.6
1999,599.4
2000,610.8
2001,589.0
2002,489.8
2003,623.1
2004,674.8
2005,590.4
2006,301.8
2007,633.8
2008,487.8
2009,553.0
2010,879.6
2011,795.8
2012,633.0
2013,570.2
2014,460.6
2015,453.0
2016,740.6
2017,635.2
2018,552.8
