Year,value
1991,928.5
1992,913.1
1993,1070.6
1994,628.6
1995,872.7
1996,933.3
1997,526.9
1998,797.7
1999,675.4
2000,809.2
2001,773.4
2002,773.4
2003,773.4
2004,773.4
2005,790.6
2006,478.1
2007,712.7
2008,621.1
2009,673.4
2010,1020.5
2011,974.4
2012,773.4
2013,773.4
2014,699.6
2015,537.3
2016,810.6
2017,767.0
2018,773.4
